x	I^2(x)
1.429	.4158519457
1.430	.4158882168
1.431	.4159244219
1.432	.4159605595
1.433	.4159966305
1.434	.4160326362
1.435	.4160685750
1.436	.4161044481
1.437	.4161402559
1.438	.4161759974
1.439	.4162116735
1.440	.4162472849
1.441	.4162828308
1.442	.4163183124
1.443	.4163537281
1.444	.4163890792
1.445	.4164243664
1.446	.4164595883
1.447	.4164947467
1.448	.4165298412
1.449	.4165648709
1.450	.4165998377
1.451	.4166347404
1.452	.4166695784
1.453	.4167043547
1.454	.4167390679
1.455	.4167737170
1.456	.4168083042
1.457	.4168428283
1.458	.4168772894
1.459	.4169116875
1.460	.4169460251
1.461	.4169802990
1.462	.4170145110
1.463	.4170486619
1.464	.4170827505
1.465	.4171167775
1.466	.4171507432
1.467	.4171846471
1.468	.4172184911
1.469	.4172522726
1.470	.4172859945
1.471	.4173196548
1.472	.4173532555
1.473	.4173867939
1.474	.4174202740
1.475	.4174536924
1.476	.4174870520
1.477	.4175203509
1.478	.4175535910
1.479	.4175867705
1.480	.4176198908
1.481	.4176529512
1.482	.4176859526
1.483	.4177188956
1.484	.4177517792
1.485	.4177846036
1.486	.4178173704
1.487	.4178500778
1.488	.4178827265
1.489	.4179153179
1.490	.4179478509
1.491	.4179803261
1.492	.4180127434
1.493	.4180451020
1.494	.4180774037
1.495	.4181096474
1.496	.4181418348
1.497	.4181739651
1.498	.4182060374
1.499	.4182380529
1.500	.4182700121
1.501	.4183019141
1.502	.4183337601
1.503	.4183655483
1.504	.4183972827
1.505	.4184289595
1.506	.4184605800
1.507	.4184921443
1.508	.4185236531
1.509	.4185551061
1.510	.4185865050
1.511	.4186178467
1.512	.4186491350
1.513	.4186803670
1.514	.4187115434
1.515	.4187426659
1.516	.4187737332
1.517	.4188047471
1.518	.4188357040
1.519	.4188666079
1.520	.4188974578
1.521	.4189282525
1.522	.4189589952
1.523	.4189896817
1.524	.4190203159
1.525	.4190508954
1.526	.4190814225
1.527	.4191118956
1.528	.4191423151
1.529	.4191726820
1.530	.4192029955
1.531	.4192332559
1.532	.4192634637
1.533	.4192936183
1.534	.4193237217
1.535	.4193537711
1.536	.4193837689
1.537	.4194137152
1.538	.4194436083
1.539	.4194734498
1.540	.4195032389
1.541	.4195329763
1.542	.4195626623
1.543	.4195922970
1.544	.4196218807
1.545	.4196514131
1.546	.4196808933
1.547	.4197103227
1.548	.4197397019
1.549	.4197690291
1.550	.4197983061
1.551	.4198275329
1.552	.4198567093
1.553	.4198858343
1.554	.4199149098
1.555	.4199439356
1.556	.4199729105
1.557	.4200018356
1.558	.4200307109
1.559	.4200595356
1.560	.4200883118
1.561	.4201170387
1.562	.4201457162
1.563	.4201743439
1.564	.4202029231
1.565	.4202314522
1.566	.4202599329
1.567	.4202883650
1.568	.4203167488
1.569	.4203450824
1.570	.4203733684
1.571	.4204016066
1.572	.4204297960
1.573	.4204579369
1.574	.4204860300
1.575	.4205140751
1.576	.4205420721
1.577	.4205700214
1.578	.4205979229
1.579	.4206257776
1.580	.4206535844
1.581	.4206813436
1.582	.4207090556
1.583	.4207367213
1.584	.4207643392
1.585	.4207919101
1.586	.4208194341
1.587	.4208469115
1.588	.4208743429
1.589	.4209017272
1.590	.4209290653
1.591	.4209563568
1.592	.4209836023
1.593	.4210108014
1.594	.4210379551
1.595	.4210650620
1.596	.4210921237
1.597	.4211191396
1.598	.4211461104
1.599	.4211730349
1.600	.4211999141
1.601	.4212267480
1.602	.4212535373
1.603	.4212802804
1.604	.4213069794
1.605	.4213336329
1.606	.4213602420
1.607	.4213868065
1.608	.4214133257
1.609	.4214398007
1.610	.4214662318
1.611	.4214926183
1.612	.4215189604
1.613	.4215452581
1.614	.4215715118
1.615	.4215977221
1.616	.4216238881
1.617	.4216500098
1.618	.4216760887
1.619	.4217021243
1.620	.4217281156
1.621	.4217540639
1.622	.4217799685
1.623	.4218058307
1.624	.4218316494
1.625	.4218574248
1.626	.4218831573
1.627	.4219088477
1.628	.4219344949
1.629	.4219600992
1.630	.4219856615
1.631	.4220111803
1.632	.4220366577
1.633	.4220620926
1.634	.4220874857
1.635	.4221128358
1.636	.4221381452
1.637	.4221634114
1.638	.4221886364
1.639	.4222138195
1.640	.4222389611
1.641	.4222640614
1.642	.4222891195
1.643	.4223141371
1.644	.4223391125
1.645	.4223640469
1.646	.4223889413
1.647	.4224137932
1.648	.4224386052
1.649	.4224633759
1.650	.4224881059
1.651	.4225127953
1.652	.4225374441
1.653	.4225620517
1.654	.4225866198
1.655	.4226111479
1.656	.4226356352
1.657	.4226600816
1.658	.4226844891
1.659	.4227088568
1.660	.4227331835
1.661	.4227574705
1.662	.4227817186
1.663	.4228059264
1.664	.4228300948
1.665	.4228542236
1.666	.4228783134
1.667	.4229023636
1.668	.4229263745
1.669	.4229503467
1.670	.4229742792
1.671	.4229981734
1.672	.4230220286
1.673	.4230458448
1.674	.4230696218
1.675	.4230933604
1.676	.4231170615
1.677	.4231407227
1.678	.4231643465
1.679	.4231879308
1.680	.4232114774
1.681	.4232349859
1.682	.4232584571
1.683	.4232818892
1.684	.4233052842
1.685	.4233286406
1.686	.4233519592
1.687	.4233752414
1.688	.4233984848
1.689	.4234216906
1.690	.4234448600
1.691	.4234679909
1.692	.4234910851
1.693	.4235141423
1.694	.4235371619
1.695	.4235601443
1.696	.4235830901
1.697	.4236059986
1.698	.4236288708
1.699	.4236517059
1.700	.4236745052
1.701	.4236972662
1.702	.4237199919
1.703	.4237426809
1.704	.4237653332
1.705	.4237879502
1.706	.4238105303
1.707	.4238330741
1.708	.4238555821
1.709	.4238780543
1.710	.4239004905
1.711	.4239228904
1.712	.4239452549
1.713	.4239675837
1.714	.4239898767
1.715	.4240121341
1.716	.4240343565
1.717	.4240565429
1.718	.4240786942
1.719	.4241008105
1.720	.4241228915
1.721	.4241449377
1.722	.4241669483
1.723	.4241889237
1.724	.4242108651
1.725	.4242327711
1.726	.4242546423
1.727	.4242764790
1.728	.4242982821
1.729	.4243200497
1.730	.4243417818
1.731	.4243634807
1.732	.4243851462
1.733	.4244067761
1.734	.4244283725
1.735	.4244499339
1.736	.4244714619
1.737	.4244929562
1.738	.4245144163
1.739	.4245358423
1.740	.4245572346
1.741	.4245785936
1.742	.4245999184
1.743	.4246212104
1.744	.4246424683
1.745	.4246636930
1.746	.4246848847
1.747	.4247060434
1.748	.4247271676
1.749	.4247482595
1.750	.4247693183
1.751	.4247903443
1.752	.4248113364
1.753	.4248322962
1.754	.4248532239
1.755	.4248741179
1.756	.4248949796
1.757	.4249158088
1.758	.4249366058
1.759	.4249573694
1.760	.4249781015
1.761	.4249988004
1.762	.4250194680
1.763	.4250401026
1.764	.4250607054
1.765	.4250812756
1.766	.4251018145
1.767	.4251223220
1.768	.4251427959
1.769	.4251632395
1.770	.4251836504
1.771	.4252040299
1.772	.4252243780
1.773	.4252446947
1.774	.4252649798
1.775	.4252852329
1.776	.4253054544
1.777	.4253256450
1.778	.4253458054
1.779	.4253659335
1.780	.4253860306
1.781	.4254060972
1.782	.4254261321
1.783	.4254461364
1.784	.4254661100
1.785	.4254860527
1.786	.4255059646
1.787	.4255258453
1.788	.4255456964
1.789	.4255655153
1.790	.4255853054
1.791	.4256050644
1.792	.4256247931
1.793	.4256444918
1.794	.4256641594
1.795	.4256837973
1.796	.4257034051
1.797	.4257229828
1.798	.4257425306
1.799	.4257620481
1.800	.4257815366
1.801	.4258009945
1.802	.4258204220
1.803	.4258398211
1.804	.4258591898
1.805	.4258785296
1.806	.4258978390
1.807	.4259171198
1.808	.4259363703
1.809	.4259555916
1.810	.4259747837
1.811	.4259939468
1.812	.4260130806
1.813	.4260321849
1.814	.4260512610
1.815	.4260703076
1.816	.4260893248
1.817	.4261083136
1.818	.4261272731
1.819	.4261462042
1.820	.4261651067
1.821	.4261839804
1.822	.4262028253
1.823	.4262216421
1.824	.4262404298
1.825	.4262591898
1.826	.4262779203
1.827	.4262966235
1.828	.4263152981
1.829	.4263339441
1.830	.4263525626
1.831	.4263711527
1.832	.4263897143
1.833	.4264082485
1.834	.4264267545
1.835	.4264452327
1.836	.4264636832
1.837	.4264821058
1.838	.4265005009
1.839	.4265188679
1.840	.4265372074
1.841	.4265555191
1.842	.4265738039
1.843	.4265920604
1.844	.4266102905
1.845	.4266284928
1.846	.4266466675
1.847	.4266648157
1.848	.4266829362
1.849	.4267010294
1.850	.4267190963
1.851	.4267371355
1.852	.4267551474
1.853	.4267731332
1.854	.4267910913
1.855	.4268090234
1.856	.4268269283
1.857	.4268448067
1.858	.4268626581
1.859	.4268804833
1.860	.4268982815
1.861	.4269160531
1.862	.4269337988
1.863	.4269515182
1.864	.4269692110
1.865	.4269868773
1.866	.4270045174
1.867	.4270221317
1.868	.4270397191
1.869	.4270572805
1.870	.4270748161
1.871	.4270923271
1.872	.4271098106
1.873	.4271272681
1.874	.4271446999
1.875	.4271621066
1.876	.4271794872
1.877	.4271968416
1.878	.4272141710
1.879	.4272314748
1.880	.4272487527
1.881	.4272660050
1.882	.4272832322
1.883	.4273004339
1.884	.4273176104
1.885	.4273347607
1.886	.4273518868
1.887	.4273689872
1.888	.4273860627
1.889	.4274031127
1.890	.4274201382
1.891	.4274371384
1.892	.4274541135
1.893	.4274710638
1.894	.4274879894
1.895	.4275048900
1.896	.4275217656
1.897	.4275386172
1.898	.4275554430
1.899	.4275722448
1.900	.4275890228
1.901	.4276057753
1.902	.4276225040
1.903	.4276392074
1.904	.4276558866
1.905	.4276725418
1.906	.4276891728
1.907	.4277057790
1.908	.4277223616
1.909	.4277389192
1.910	.4277554532
1.911	.4277719629
1.912	.4277884495
1.913	.4278049110
1.914	.4278213495
1.915	.4278377633
1.916	.4278541535
1.917	.4278705198
1.918	.4278868627
1.919	.4279031814
1.920	.4279194772
1.921	.4279357487
1.922	.4279519963
1.923	.4279682211
1.924	.4279844222
1.925	.4280006001
1.926	.4280167539
1.927	.4280328856
1.928	.4280489928
1.929	.4280650772
1.930	.4280811386
1.931	.4280971758
1.932	.4281131906
1.933	.4281291826
1.934	.4281451513
1.935	.4281610968
1.936	.4281770198
1.937	.4281929198
1.938	.4282087965
1.939	.4282246509
1.940	.4282404812
1.941	.4282562905
1.942	.4282720760
1.943	.4282878395
1.944	.4283035796
1.945	.4283192983
1.946	.4283349932
1.947	.4283506664
1.948	.4283663169
1.949	.4283819451
1.950	.4283975508
1.951	.4284131344
1.952	.4284286956
1.953	.4284442345
1.954	.4284597511
1.955	.4284752458
1.956	.4284907181
1.957	.4285061684
1.958	.4285215971
1.959	.4285370034
1.960	.4285523876
1.961	.4285677501
1.962	.4285830912
1.963	.4285984101
1.964	.4286137070
1.965	.4286289824
1.966	.4286442356
1.967	.4286594679
1.968	.4286746777
1.969	.4286898666
1.970	.4287050343
1.971	.4287201796
1.972	.4287353042
1.973	.4287504064
1.974	.4287654879
1.975	.4287805478
1.976	.4287955869
1.977	.4288106044
1.978	.4288256002
1.979	.4288405756
1.980	.4288555304
1.981	.4288704626
1.982	.4288853739
1.983	.4289002647
1.984	.4289151346
1.985	.4289299838
1.986	.4289448108
1.987	.4289596187
1.988	.4289744042
1.989	.4289891695
1.990	.4290039145
1.991	.4290186380
1.992	.4290333411
1.993	.4290480238
1.994	.4290626855
1.995	.4290773269
1.996	.4290919478
1.997	.4291065482
1.998	.4291211279
1.999	.4291356875
2.000	.4291502263
2.001	.4291647450
2.002	.4291792433
2.003	.4291937218
2.004	.4292081789
2.005	.4292226171
2.006	.4292370348
2.007	.4292514318
2.008	.4292658096
2.009	.4292801661
2.010	.4292945041
2.011	.4293088210
2.012	.4293231184
2.013	.4293373954
2.014	.4293516529
2.015	.4293658908
2.016	.4293801090
2.017	.4293943067
2.018	.4294084857
2.019	.4294226445
2.020	.4294367838
2.021	.4294509032
2.022	.4294650026
2.023	.4294790834
2.024	.4294931443
2.025	.4295071854
2.026	.4295212073
2.027	.4295352101
2.028	.4295491932
2.029	.4295631567
2.030	.4295771012
2.031	.4295910265
2.032	.4296049327
2.033	.4296188204
2.034	.4296326877
2.035	.4296465361
2.036	.4296603654
2.037	.4296741758
2.038	.4296879674
2.039	.4297017393
2.040	.4297154933
2.041	.4297292277
2.042	.4297429435
2.043	.4297566405
2.044	.4297703186
2.045	.4297839775
2.046	.4297976174
2.047	.4298112399
2.048	.4298248424
2.049	.4298384267
2.050	.4298519933
2.051	.4298655402
2.052	.4298790688
2.053	.4298925789
2.054	.4299060711
2.055	.4299195440
2.056	.4299329991
2.057	.4299464350
2.058	.4299598530
2.059	.4299732531
2.060	.4299866342
2.061	.4299999972
2.062	.4300133429
2.063	.4300266693
2.064	.4300399782
2.065	.4300532689
2.066	.4300665413
2.067	.4300797955
2.068	.4300930317
2.069	.4301062501
2.070	.4301194506
2.071	.4301326335
2.072	.4301457982
2.073	.4301589448
2.074	.4301720737
2.075	.4301851849
2.076	.4301982778
2.077	.4302113539
2.078	.4302244115
2.079	.4302374523
2.080	.4302504743
2.081	.4302634791
2.082	.4302764672
2.083	.4302894367
2.084	.4303023887
2.085	.4303153233
2.086	.4303282414
2.087	.4303411414
2.088	.4303540239
2.089	.4303668888
2.090	.4303797362
2.091	.4303925677
2.092	.4304053804
2.093	.4304181767
2.094	.4304309556
2.095	.4304437170
2.096	.4304564621
2.097	.4304691895
2.098	.4304818993
2.099	.4304945922
2.100	.4305072687
2.101	.4305199277
2.102	.4305325703
2.103	.4305451950
2.104	.4305578037
2.105	.4305703954
2.106	.4305829694
2.107	.4305955278
2.108	.4306080687
2.109	.4306205933
2.110	.4306331001
2.111	.4306455911
2.112	.4306580657
2.113	.4306705230
2.114	.4306829644
2.115	.4306953880
2.116	.4307077956
2.117	.4307201874
2.118	.4307325625
2.119	.4307449204
2.120	.4307572625
2.121	.4307695871
2.122	.4307818962
2.123	.4307941892
2.124	.4308064663
2.125	.4308187252
2.126	.4308309692
2.127	.4308431968
2.128	.4308554083
2.129	.4308676036
2.130	.4308797820
2.131	.4308919451
2.132	.4309040918
2.133	.4309162225
2.134	.4309283372
2.135	.4309404356
2.136	.4309525169
2.137	.4309645853
2.138	.4309766348
2.139	.4309886701
2.140	.4310006897
2.141	.4310126919
2.142	.4310246792
2.143	.4310366509
2.144	.4310486071
2.145	.4310605458
2.146	.4310724704
2.147	.4310843788
2.148	.4310962720
2.149	.4311081484
2.150	.4311200104
2.151	.4311318562
2.152	.4311436866
2.153	.4311555018
2.154	.4311673008
2.155	.4311790852
2.156	.4311908534
2.157	.4312026068
2.158	.4312143448
2.159	.4312260669
2.160	.4312377735
2.161	.4312494650
2.162	.4312611421
2.163	.4312728025
2.164	.4312844479
2.165	.4312960795
2.166	.4313076945
2.167	.4313192951
2.168	.4313308806
2.169	.4313424504
2.170	.4313540056
2.171	.4313655455
2.172	.4313770693
2.173	.4313885799
2.174	.4314000748
2.175	.4314115552
2.176	.4314230205
2.177	.4314344703
2.178	.4314459049
2.179	.4314573258
2.180	.4314687320
2.181	.4314801222
2.182	.4314914985
2.183	.4315028594
2.184	.4315142067
2.185	.4315255379
2.186	.4315368548
2.187	.4315481584
2.188	.4315594466
2.189	.4315707188
2.190	.4315819765
2.191	.4315932221
2.192	.4316044514
2.193	.4316156667
2.194	.4316268678
2.195	.4316380533
2.196	.4316492252
2.197	.4316603831
2.198	.4316715262
2.199	.4316826539
2.200	.4316937691
2.201	.4317048689
2.202	.4317159543
2.203	.4317270258
2.204	.4317380833
2.205	.4317491262
2.206	.4317601551
2.207	.4317711704
2.208	.4317821704
2.209	.4317931578
2.210	.4318041286
2.211	.4318150880
2.212	.4318260318
2.213	.4318369616
2.214	.4318478785
2.215	.4318587807
2.216	.4318696685
2.217	.4318805430
2.218	.4318914038
2.219	.4319022502
2.220	.4319130836
2.221	.4319239022
2.222	.4319347067
2.223	.4319454984
2.224	.4319562752
2.225	.4319670397
2.226	.4319777896
2.227	.4319885256
2.228	.4319992489
2.229	.4320099580
2.230	.4320206535
2.231	.4320313359
2.232	.4320420046
2.233	.4320526585
2.234	.4320632992
2.235	.4320739276
2.236	.4320845421
2.237	.4320951429
2.238	.4321057298
2.239	.4321163031
2.240	.4321268645
2.241	.4321374118
2.242	.4321479448
2.243	.4321584653
2.244	.4321689728
2.245	.4321794665
2.246	.4321899471
2.247	.4322004137
2.248	.4322108683
2.249	.4322213089
2.250	.4322317366
2.251	.4322421518
2.252	.4322525530
2.253	.4322629409
2.254	.4322733159
2.255	.4322836785
2.256	.4322940274
2.257	.4323043638
2.258	.4323146870
2.259	.4323249970
2.260	.4323352941
2.261	.4323455786
2.262	.4323558491
2.263	.4323661078
2.264	.4323763530
2.265	.4323865858
2.266	.4323968060
2.267	.4324070131
2.268	.4324172063
2.269	.4324273881
2.270	.4324375568
2.271	.4324477135
2.272	.4324578566
2.273	.4324679870
2.274	.4324781050
2.275	.4324882096
2.276	.4324983027
2.277	.4325083831
2.278	.4325184504
2.279	.4325285053
2.280	.4325385471
2.281	.4325485769
2.282	.4325585943
2.283	.4325685993
2.284	.4325785923
2.285	.4325885719
2.286	.4325985392
2.287	.4326084951
2.288	.4326184368
2.289	.4326283679
2.290	.4326382853
2.291	.4326481913
2.292	.4326580848
2.293	.4326679655
2.294	.4326778344
2.295	.4326876917
2.296	.4326975359
2.297	.4327073678
2.298	.4327171886
2.299	.4327269956
2.300	.4327367919
2.301	.4327465757
2.302	.4327563467
2.303	.4327661065
2.304	.4327758543
2.305	.4327855896
2.306	.4327953131
2.307	.4328050246
2.308	.4328147237
2.309	.4328244106
2.310	.4328340863
2.311	.4328437506
2.312	.4328534016
2.313	.4328630416
2.314	.4328726698
2.315	.4328822849
2.316	.4328918895
2.317	.4329014826
2.318	.4329110638
2.319	.4329206320
2.320	.4329301887
2.321	.4329397351
2.322	.4329492682
2.323	.4329587896
2.324	.4329683006
2.325	.4329777985
2.326	.4329872863
2.327	.4329967615
2.328	.4330062254
2.329	.4330156776
2.330	.4330251175
2.331	.4330345467
2.332	.4330439646
2.333	.4330533704
2.334	.4330627650
2.335	.4330721481
2.336	.4330815203
2.337	.4330908809
2.338	.4331002291
2.339	.4331095670
2.340	.4331188932
2.341	.4331282079
2.342	.4331375109
2.343	.4331468026
2.344	.4331560836
2.345	.4331653526
2.346	.4331746115
2.347	.4331838579
2.348	.4331930943
2.349	.4332023184
2.350	.4332115315
2.351	.4332207340
2.352	.4332299252
2.353	.4332391049
2.354	.4332482726
2.355	.4332574310
2.356	.4332665769
2.357	.4332757128
2.358	.4332848372
2.359	.4332939502
2.360	.4333030528
2.361	.4333121439
2.362	.4333212241
2.363	.4333302934
2.364	.4333393521
2.365	.4333483995
2.366	.4333574353
2.367	.4333664618
2.368	.4333754763
2.369	.4333844806
2.370	.4333934726
2.371	.4334024558
2.372	.4334114271
2.373	.4334203877
2.374	.4334293372
2.375	.4334382762
2.376	.4334472047
2.377	.4334561219
2.378	.4334650293
2.379	.4334739250
2.380	.4334828113
2.381	.4334916859
2.382	.4335005502
2.383	.4335094032
2.384	.4335182468
2.385	.4335270798
2.386	.4335359007
2.387	.4335447117
2.388	.4335535134
2.389	.4335623030
2.390	.4335710833
2.391	.4335798521
2.392	.4335886105
2.393	.4335973598
2.394	.4336060965
2.395	.4336148244
2.396	.4336235408
2.397	.4336322483
2.398	.4336409441
2.399	.4336496301
2.400	.4336583051
2.401	.4336669704
2.402	.4336756256
2.403	.4336842701
2.404	.4336929041
2.405	.4337015285
2.406	.4337101421
2.407	.4337187456
2.408	.4337273394
2.409	.4337359215
2.410	.4337444961
2.411	.4337530577
2.412	.4337616106
2.413	.4337701529
2.414	.4337786854
2.415	.4337872080
2.416	.4337957209
2.417	.4338042219
2.418	.4338127140
2.419	.4338211960
2.420	.4338296681
2.421	.4338381305
2.422	.4338465818
2.423	.4338550237
2.424	.4338634565
2.425	.4338718788
2.426	.4338802904
2.427	.4338886926
2.428	.4338970857
2.429	.4339054678
2.430	.4339138405
2.431	.4339222030
2.432	.4339305563
2.433	.4339388985
2.434	.4339472320
2.435	.4339555557
2.436	.4339638690
2.437	.4339721736
2.438	.4339804674
2.439	.4339887512
2.440	.4339970265
2.441	.4340052914
2.442	.4340135468
2.443	.4340217923
2.444	.4340300279
2.445	.4340382549
2.446	.4340464716
2.447	.4340546787
2.448	.4340628766
2.449	.4340710643
2.450	.4340792420
2.451	.4340874108
2.452	.4340955705
2.453	.4341037203
2.454	.4341118607
2.455	.4341199914
2.456	.4341281129
2.457	.4341362241
2.458	.4341443264
2.459	.4341524188
2.460	.4341605030
2.461	.4341685763
2.462	.4341766411
2.463	.4341846964
2.464	.4341927426
2.465	.4342007790
2.466	.4342088056
2.467	.4342168241
2.468	.4342248317
2.469	.4342328317
2.470	.4342408224
2.471	.4342488030
2.472	.4342567739
2.473	.4342647368
2.474	.4342726890
2.475	.4342806329
2.476	.4342885679
2.477	.4342964935
2.478	.4343044096
2.479	.4343123173
2.480	.4343202138
2.481	.4343281037
2.482	.4343359834
2.483	.4343438535
2.484	.4343517145
2.485	.4343595669
2.486	.4343674107
2.487	.4343752453
2.488	.4343830705
2.489	.4343908864
2.490	.4343986931
2.491	.4344064918
2.492	.4344142820
2.493	.4344220622
2.494	.4344298343
2.495	.4344375962
2.496	.4344453497
2.497	.4344530939
2.498	.4344608306
2.499	.4344685573
2.500	.4344762747
2.501	.4344839846
2.502	.4344916840
2.503	.4344993762
2.504	.4345070588
2.505	.4345147326
2.506	.4345223978
2.507	.4345300539
2.508	.4345377014
2.509	.4345453398
2.510	.4345529706
2.511	.4345605921
2.512	.4345682047
2.513	.4345758085
2.514	.4345834041
2.515	.4345909904
2.516	.4345985683
2.517	.4346061375
2.518	.4346136987
2.519	.4346212497
2.520	.4346287935
2.521	.4346363284
2.522	.4346438553
2.523	.4346513726
2.524	.4346588820
2.525	.4346663817
2.526	.4346738743
2.527	.4346813584
2.528	.4346888335
2.529	.4346962993
2.530	.4347037579
2.531	.4347112073
2.532	.4347186498
2.533	.4347260821
2.534	.4347335063
2.535	.4347409223
2.536	.4347483296
2.537	.4347557285
2.538	.4347631190
2.539	.4347705023
2.540	.4347778758
2.541	.4347852421
2.542	.4347925984
2.543	.4347999486
2.544	.4348072894
2.545	.4348146218
2.546	.4348219465
2.547	.4348292622
2.548	.4348365696
2.549	.4348438692
2.550	.4348511605
2.551	.4348584439
2.552	.4348657180
2.553	.4348729851
2.554	.4348802426
2.555	.4348874933
2.556	.4348947353
2.557	.4349019690
2.558	.4349091950
2.559	.4349164134
2.560	.4349236232
2.561	.4349308243
2.562	.4349380177
2.563	.4349452038
2.564	.4349523804
2.565	.4349595505
2.566	.4349667111
2.567	.4349738647
2.568	.4349810096
2.569	.4349881474
2.570	.4349952761
2.571	.4350023981
2.572	.4350095109
2.573	.4350166173
2.574	.4350237136
2.575	.4350308033
2.576	.4350378847
2.577	.4350449579
2.578	.4350520248
2.579	.4350590825
2.580	.4350661326
2.581	.4350731743
2.582	.4350802087
2.583	.4350872350
2.584	.4350942538
2.585	.4351012659
2.586	.4351082682
2.587	.4351152626
2.588	.4351222508
2.589	.4351292302
2.590	.4351362019
2.591	.4351431673
2.592	.4351501237
2.593	.4351570723
2.594	.4351640127
2.595	.4351709466
2.596	.4351778719
2.597	.4351847903
2.598	.4351917001
2.599	.4351986037
2.600	.4352054985
2.601	.4352123851
2.602	.4352192660
2.603	.4352261377
2.604	.4352330020
2.605	.4352398589
2.606	.4352467089
2.607	.4352535507
2.608	.4352603853
2.609	.4352672117
2.610	.4352740306
2.611	.4352808426
2.612	.4352876467
2.613	.4352944436
2.614	.4353012332
2.615	.4353080148
2.616	.4353147890
2.617	.4353215561
2.618	.4353283154
2.619	.4353350671
2.620	.4353418114
2.621	.4353485484
2.622	.4353552789
2.623	.4353620021
2.624	.4353687159
2.625	.4353754232
2.626	.4353821244
2.627	.4353888176
2.628	.4353955024
2.629	.4354021807
2.630	.4354088521
2.631	.4354155157
2.632	.4354221718
2.633	.4354288207
2.634	.4354354621
2.635	.4354420969
2.636	.4354487242
2.637	.4354553441
2.638	.4354619562
2.639	.4354685618
2.640	.4354751611
2.641	.4354817505
2.642	.4354883361
2.643	.4354949122
2.644	.4355014820
2.645	.4355080448
2.646	.4355146002
2.647	.4355211482
2.648	.4355276884
2.649	.4355342229
2.650	.4355407495
2.651	.4355472693
2.652	.4355537817
2.653	.4355602876
2.654	.4355667855
2.655	.4355732775
2.656	.4355797617
2.657	.4355862382
2.658	.4355927091
2.659	.4355991724
2.660	.4356056293
2.661	.4356120778
2.662	.4356185207
2.663	.4356249565
2.664	.4356313836
2.665	.4356378054
2.666	.4356442201
2.667	.4356506270
2.668	.4356570280
2.669	.4356634217
2.670	.4356698089
2.671	.4356761879
2.672	.4356825616
2.673	.4356889269
2.674	.4356952865
2.675	.4357016395
2.676	.4357079845
2.677	.4357143231
2.678	.4357206557
2.679	.4357269798
2.680	.4357332983
2.681	.4357396088
2.682	.4357459147
2.683	.4357522117
2.684	.4357585039
2.685	.4357647880
2.686	.4357710650
2.687	.4357773358
2.688	.4357835995
2.689	.4357898574
2.690	.4357961082
2.691	.4358023515
2.692	.4358085892
2.693	.4358148195
2.694	.4358210426
2.695	.4358272606
2.696	.4358334718
2.697	.4358396754
2.698	.4358458723
2.699	.4358520638
2.700	.4358582474
2.701	.4358644249
2.702	.4358705953
2.703	.4358767600
2.704	.4358829168
2.705	.4358890687
2.706	.4358952130
2.707	.4359013511
2.708	.4359074818
2.709	.4359136072
2.710	.4359197258
2.711	.4359258369
2.712	.4359319429
2.713	.4359380414
2.714	.4359441333
2.715	.4359502203
2.716	.4359562995
2.717	.4359623720
2.718	.4359684389
2.719	.4359744985
2.720	.4359805528
2.721	.4359865990
2.722	.4359926410
2.723	.4359986746
2.724	.4360047025
2.725	.4360107237
2.726	.4360167386
2.727	.4360227483
2.728	.4360287502
2.729	.4360347468
2.730	.4360407355
2.731	.4360467196
2.732	.4360526968
2.733	.4360586677
2.734	.4360646318
2.735	.4360705901
2.736	.4360765416
2.737	.4360824873
2.738	.4360884266
2.739	.4360943597
2.740	.4361002867
2.741	.4361062070
2.742	.4361121223
2.743	.4361180289
2.744	.4361239311
2.745	.4361298262
2.746	.4361357161
2.747	.4361415992
2.748	.4361474765
2.749	.4361533478
2.750	.4361592111
2.751	.4361650701
2.752	.4361709231
2.753	.4361767688
2.754	.4361826096
2.755	.4361884435
2.756	.4361942704
2.757	.4362000929
2.758	.4362059075
2.759	.4362117173
2.760	.4362175209
2.761	.4362233184
2.762	.4362291100
2.763	.4362348946
2.764	.4362406734
2.765	.4362464463
2.766	.4362522137
2.767	.4362579744
2.768	.4362637302
2.769	.4362694797
2.770	.4362752229
2.771	.4362809588
2.772	.4362866900
2.773	.4362924159
2.774	.4362981343
2.775	.4363038478
2.776	.4363095539
2.777	.4363152554
2.778	.4363209509
2.779	.4363266399
2.780	.4363323241
2.781	.4363380009
2.782	.4363436722
2.783	.4363493384
2.784	.4363549990
2.785	.4363606527
2.786	.4363663002
2.787	.4363719420
2.788	.4363775800
2.789	.4363832095
2.790	.4363888336
2.791	.4363944533
2.792	.4364000663
2.793	.4364056734
2.794	.4364112745
2.795	.4364168711
2.796	.4364224596
2.797	.4364280444
2.798	.4364336227
2.799	.4364391946
2.800	.4364447617
2.801	.4364503223
2.802	.4364558778
2.803	.4364614271
2.804	.4364669707
2.805	.4364725089
2.806	.4364780409
2.807	.4364835679
2.808	.4364890882
2.809	.4364946045
2.810	.4365001139
2.811	.4365056176
2.812	.4365111150
2.813	.4365166084
2.814	.4365220951
2.815	.4365275763
2.816	.4365330521
2.817	.4365385211
2.818	.4365439862
2.819	.4365494447
2.820	.4365548985
2.821	.4365603460
2.822	.4365657874
2.823	.4365712239
2.824	.4365766545
2.825	.4365820801
2.826	.4365874994
2.827	.4365929145
