x	I^2(x)
2.828	.4365983225
2.829	.4366037249
2.830	.4366091228
2.831	.4366145144
2.832	.4366199010
2.833	.4366252820
2.834	.4366306575
2.835	.4366360267
2.836	.4366413914
2.837	.4366467505
2.838	.4366521041
2.839	.4366574525
2.840	.4366627938
2.841	.4366681315
2.842	.4366734640
2.843	.4366787904
2.844	.4366841108
2.845	.4366894259
2.846	.4366947370
2.847	.4367000411
2.848	.4367053405
2.849	.4367106342
2.850	.4367159226
2.851	.4367212056
2.852	.4367264833
2.853	.4367317553
2.854	.4367370224
2.855	.4367422837
2.856	.4367475403
2.857	.4367527916
2.858	.4367580367
2.859	.4367632777
2.860	.4367685127
2.861	.4367737427
2.862	.4367789660
2.863	.4367841854
2.864	.4367893998
2.865	.4367946073
2.866	.4367998114
2.867	.4368050085
2.868	.4368102016
2.869	.4368153896
2.870	.4368205713
2.871	.4368257484
2.872	.4368309211
2.873	.4368360869
2.874	.4368412484
2.875	.4368464043
2.876	.4368515566
2.877	.4368567011
2.878	.4368618418
2.879	.4368669772
2.880	.4368721076
2.881	.4368772334
2.882	.4368823524
2.883	.4368874681
2.884	.4368925775
2.885	.4368976814
2.886	.4369027809
2.887	.4369078752
2.888	.4369129645
2.889	.4369180481
2.890	.4369231271
2.891	.4369282012
2.892	.4369332701
2.893	.4369383336
2.894	.4369433913
2.895	.4369484452
2.896	.4369534936
2.897	.4369585374
2.898	.4369635751
2.899	.4369686092
2.900	.4369736369
2.901	.4369786597
2.902	.4369836785
2.903	.4369886918
2.904	.4369936994
2.905	.4369987029
2.906	.4370037019
2.907	.4370086946
2.908	.4370136821
2.909	.4370186664
2.910	.4370236439
2.911	.4370286174
2.912	.4370335857
2.913	.4370385490
2.914	.4370435072
2.915	.4370484613
2.916	.4370534099
2.917	.4370583534
2.918	.4370632920
2.919	.4370682261
2.920	.4370731554
2.921	.4370780782
2.922	.4370829981
2.923	.4370879118
2.924	.4370928218
2.925	.4370977258
2.926	.4371026261
2.927	.4371075211
2.928	.4371124103
2.929	.4371172957
2.930	.4371221766
2.931	.4371270502
2.932	.4371319213
2.933	.4371367866
2.934	.4371416482
2.935	.4371465037
2.936	.4371513555
2.937	.4371562014
2.938	.4371610444
2.939	.4371658806
2.940	.4371707130
2.941	.4371755395
2.942	.4371803637
2.943	.4371851809
2.944	.4371899941
2.945	.4371948028
2.946	.4371996054
2.947	.4372044054
2.948	.4372091992
2.949	.4372139883
2.950	.4372187733
2.951	.4372235531
2.952	.4372283289
2.953	.4372330991
2.954	.4372378651
2.955	.4372426265
2.956	.4372473824
2.957	.4372521350
2.958	.4372568812
2.959	.4372616243
2.960	.4372663638
2.961	.4372710952
2.962	.4372758245
2.963	.4372805487
2.964	.4372852673
2.965	.4372899825
2.966	.4372946923
2.967	.4372993981
2.968	.4373040988
2.969	.4373087950
2.970	.4373134864
2.971	.4373181735
2.972	.4373228564
2.973	.4373275339
2.974	.4373322079
2.975	.4373368758
2.976	.4373415406
2.977	.4373461999
2.978	.4373508559
2.979	.4373555069
2.980	.4373601518
2.981	.4373647942
2.982	.4373694310
2.983	.4373740629
2.984	.4373786908
2.985	.4373833143
2.986	.4373879341
2.987	.4373925488
2.988	.4373971581
2.989	.4374017638
2.990	.4374063641
2.991	.4374109614
2.992	.4374155531
2.993	.4374201409
2.994	.4374247231
2.995	.4374293026
2.996	.4374338770
2.997	.4374384474
2.998	.4374430126
2.999	.4374475733
3.000	.4374521303
3.001	.4374566817
3.002	.4374612294
3.003	.4374657729
3.004	.4374703120
3.005	.4374748469
3.006	.4374793768
3.007	.4374839029
3.008	.4374884246
3.009	.4374929415
3.010	.4374974539
3.011	.4375019628
3.012	.4375064647
3.013	.4375109658
3.014	.4375154616
3.015	.4375199520
3.016	.4375244377
3.017	.4375289199
3.018	.4375333991
3.019	.4375378720
3.020	.4375423410
3.021	.4375468069
3.022	.4375512664
3.023	.4375557236
3.024	.4375601751
3.025	.4375646237
3.026	.4375690672
3.027	.4375735067
3.028	.4375779407
3.029	.4375823733
3.030	.4375867980
3.031	.4375912214
3.032	.4375956401
3.033	.4376000530
3.034	.4376044625
3.035	.4376088681
3.036	.4376132688
3.037	.4376176657
3.038	.4376220585
3.039	.4376264478
3.040	.4376308319
3.041	.4376352117
3.042	.4376395871
3.043	.4376439601
3.044	.4376483267
3.045	.4376526895
3.046	.4376570486
3.047	.4376614044
3.048	.4376657562
3.049	.4376701020
3.050	.4376744445
3.051	.4376787825
3.052	.4376831170
3.053	.4376874477
3.054	.4376917731
3.055	.4376960952
3.056	.4377004129
3.057	.4377047270
3.058	.4377090367
3.059	.4377133416
3.060	.4377176429
3.061	.4377219404
3.062	.4377262336
3.063	.4377305222
3.064	.4377348085
3.065	.4377390880
3.066	.4377433663
3.067	.4377476382
3.068	.4377519069
3.069	.4377561726
3.070	.4377604327
3.071	.4377646897
3.072	.4377689419
3.073	.4377731903
3.074	.4377774354
3.075	.4377816750
3.076	.4377859120
3.077	.4377901448
3.078	.4377943731
3.079	.4377985970
3.080	.4378028177
3.081	.4378070354
3.082	.4378112471
3.083	.4378154553
3.084	.4378196601
3.085	.4378238612
3.086	.4378280582
3.087	.4378322509
3.088	.4378364393
3.089	.4378406239
3.090	.4378448052
3.091	.4378489819
3.092	.4378531549
3.093	.4378573231
3.094	.4378614889
3.095	.4378656501
3.096	.4378698080
3.097	.4378739610
3.098	.4378781102
3.099	.4378822559
3.100	.4378863977
3.101	.4378905356
3.102	.4378946694
3.103	.4378987999
3.104	.4379029253
3.105	.4379070472
3.106	.4379111661
3.107	.4379152807
3.108	.4379193915
3.109	.4379234978
3.110	.4379276007
3.111	.4379317004
3.112	.4379357955
3.113	.4379398866
3.114	.4379439748
3.115	.4379480580
3.116	.4379521384
3.117	.4379562150
3.118	.4379602868
3.119	.4379643545
3.120	.4379684208
3.121	.4379724816
3.122	.4379765384
3.123	.4379805915
3.124	.4379846418
3.125	.4379886871
3.126	.4379927300
3.127	.4379967673
3.128	.4380008018
3.129	.4380048330
3.130	.4380088602
3.131	.4380128821
3.132	.4380169029
3.133	.4380209185
3.134	.4380249309
3.135	.4380289386
3.136	.4380329429
3.137	.4380369442
3.138	.4380409411
3.139	.4380449346
3.140	.4380489248
3.141	.4380529110
3.142	.4380568926
3.143	.4380608714
3.144	.4380648463
3.145	.4380688179
3.146	.4380727851
3.147	.4380767490
3.148	.4380807097
3.149	.4380846659
3.150	.4380886185
3.151	.4380925673
3.152	.4380965135
3.153	.4381004549
3.154	.4381043935
3.155	.4381083286
3.156	.4381122597
3.157	.4381161867
3.158	.4381201106
3.159	.4381240305
3.160	.4381279464
3.161	.4381318596
3.162	.4381357701
3.163	.4381396751
3.164	.4381435777
3.165	.4381474754
3.166	.4381513698
3.167	.4381552621
3.168	.4381591489
3.169	.4381630345
3.170	.4381669151
3.171	.4381707905
3.172	.4381746643
3.173	.4381785347
3.174	.4381824008
3.175	.4381862639
3.176	.4381901216
3.177	.4381939787
3.178	.4381978311
3.179	.4382016792
3.180	.4382055243
3.181	.4382093663
3.182	.4382132046
3.183	.4382170389
3.184	.4382208688
3.185	.4382246977
3.186	.4382285210
3.187	.4382323412
3.188	.4382361585
3.189	.4382399715
3.190	.4382437822
3.191	.4382475884
3.192	.4382513918
3.193	.4382551912
3.194	.4382589862
3.195	.4382627797
3.196	.4382665688
3.197	.4382703554
3.198	.4382741370
3.199	.4382779154
3.200	.4382816907
3.201	.4382854631
3.202	.4382892313
3.203	.4382929961
3.204	.4382967574
3.205	.4383005158
3.206	.4383042699
3.207	.4383080224
3.208	.4383117696
3.209	.4383155147
3.210	.4383192552
3.211	.4383229941
3.212	.4383267274
3.213	.4383304580
3.214	.4383341864
3.215	.4383379100
3.216	.4383416308
3.217	.4383453489
3.218	.4383490624
3.219	.4383527726
3.220	.4383564801
3.221	.4383601845
3.222	.4383638851
3.223	.4383675821
3.224	.4383712749
3.225	.4383749660
3.226	.4383786532
3.227	.4383823377
3.228	.4383860179
3.229	.4383896949
3.230	.4383933695
3.231	.4383970390
3.232	.4384007066
3.233	.4384043703
3.234	.4384080311
3.235	.4384116885
3.236	.4384153422
3.237	.4384189925
3.238	.4384226406
3.239	.4384262845
3.240	.4384299257
3.241	.4384335631
3.242	.4384371974
3.243	.4384408286
3.244	.4384444559
3.245	.4384480805
3.246	.4384517017
3.247	.4384553201
3.248	.4384589343
3.249	.4384625463
3.250	.4384661540
3.251	.4384697589
3.252	.4384733607
3.253	.4384769595
3.254	.4384805548
3.255	.4384841462
3.256	.4384877357
3.257	.4384913211
3.258	.4384949032
3.259	.4384984823
3.260	.4385020584
3.261	.4385056311
3.262	.4385092012
3.263	.4385127669
3.264	.4385163296
3.265	.4385198902
3.266	.4385234471
3.267	.4385270001
3.268	.4385305508
3.269	.4385340980
3.270	.4385376415
3.271	.4385411832
3.272	.4385447212
3.273	.4385482552
3.274	.4385517871
3.275	.4385553152
3.276	.4385588400
3.277	.4385623620
3.278	.4385658811
3.279	.4385693970
3.280	.4385729093
3.281	.4385764187
3.282	.4385799254
3.283	.4385834290
3.284	.4385869285
3.285	.4385904252
3.286	.4385939193
3.287	.4385974097
3.288	.4386008980
3.289	.4386043824
3.290	.4386078644
3.291	.4386113428
3.292	.4386148177
3.293	.4386182901
3.294	.4386217587
3.295	.4386252254
3.296	.4386286881
3.297	.4386321481
3.298	.4386356046
3.299	.4386390588
3.300	.4386425096
3.301	.4386459574
3.302	.4386494016
3.303	.4386528427
3.304	.4386562813
3.305	.4386597172
3.306	.4386631486
3.307	.4386665782
3.308	.4386700048
3.309	.4386734283
3.310	.4386768497
3.311	.4386802662
3.312	.4386836809
3.313	.4386870919
3.314	.4386905003
3.315	.4386939050
3.316	.4386973083
3.317	.4387007069
3.318	.4387041036
3.319	.4387074963
3.320	.4387108866
3.321	.4387142741
3.322	.4387176580
3.323	.4387210400
3.324	.4387244175
3.325	.4387277941
3.326	.4387311654
3.327	.4387345350
3.328	.4387379013
3.329	.4387412646
3.330	.4387446251
3.331	.4387479832
3.332	.4387513378
3.333	.4387546900
3.334	.4387580389
3.335	.4387613838
3.336	.4387647273
3.337	.4387680676
3.338	.4387714045
3.339	.4387747372
3.340	.4387780695
3.341	.4387813975
3.342	.4387847237
3.343	.4387880458
3.344	.4387913649
3.345	.4387946820
3.346	.4387979964
3.347	.4388013067
3.348	.4388046142
3.349	.4388079194
3.350	.4388112214
3.351	.4388145212
3.352	.4388178171
3.353	.4388211114
3.354	.4388244022
3.355	.4388276895
3.356	.4388309752
3.357	.4388342563
3.358	.4388375355
3.359	.4388408124
3.360	.4388440870
3.361	.4388473560
3.362	.4388506236
3.363	.4388538895
3.364	.4388571519
3.365	.4388604103
3.366	.4388636673
3.367	.4388669213
3.368	.4388701723
3.369	.4388734192
3.370	.4388766654
3.371	.4388799081
3.372	.4388831472
3.373	.4388863826
3.374	.4388896174
3.375	.4388928488
3.376	.4388960774
3.377	.4388993025
3.378	.4389025253
3.379	.4389057456
3.380	.4389089619
3.381	.4389121762
3.382	.4389153888
3.383	.4389185976
3.384	.4389218039
3.385	.4389250064
3.386	.4389282067
3.387	.4389314050
3.388	.4389346006
3.389	.4389377918
3.390	.4389409815
3.391	.4389441679
3.392	.4389473521
3.393	.4389505333
3.394	.4389537117
3.395	.4389568877
3.396	.4389600596
3.397	.4389632308
3.398	.4389663977
3.399	.4389695630
3.400	.4389727246
3.401	.4389758842
3.402	.4389790412
3.403	.4389821945
3.404	.4389853460
3.405	.4389884947
3.406	.4389916403
3.407	.4389947830
3.408	.4389979237
3.409	.4390010615
3.410	.4390041963
3.411	.4390073283
3.412	.4390104579
3.413	.4390135850
3.414	.4390167093
3.415	.4390198300
3.416	.4390229500
3.417	.4390260657
3.418	.4390291787
3.419	.4390322897
3.420	.4390353988
3.421	.4390385032
3.422	.4390416061
3.423	.4390447065
3.424	.4390478040
3.425	.4390508997
3.426	.4390539911
3.427	.4390570812
3.428	.4390601679
3.429	.4390632524
3.430	.4390663347
3.431	.4390694132
3.432	.4390724904
3.433	.4390755637
3.434	.4390786354
3.435	.4390817034
3.436	.4390847692
3.437	.4390878325
3.438	.4390908940
3.439	.4390939519
3.440	.4390970077
3.441	.4391000603
3.442	.4391031110
3.443	.4391061580
3.444	.4391092038
3.445	.4391122455
3.446	.4391152866
3.447	.4391183242
3.448	.4391213586
3.449	.4391243905
3.450	.4391274198
3.451	.4391304478
3.452	.4391334720
3.453	.4391364940
3.454	.4391395130
3.455	.4391425297
3.456	.4391455446
3.457	.4391485565
3.458	.4391515655
3.459	.4391545714
3.460	.4391575754
3.461	.4391605774
3.462	.4391635769
3.463	.4391665729
3.464	.4391695668
3.465	.4391725589
3.466	.4391755476
3.467	.4391785329
3.468	.4391815174
3.469	.4391844985
3.470	.4391874781
3.471	.4391904526
3.472	.4391934275
3.473	.4391963982
3.474	.4391993671
3.475	.4392023338
3.476	.4392052975
3.477	.4392082586
3.478	.4392112177
3.479	.4392141742
3.480	.4392171278
3.481	.4392200785
3.482	.4392230267
3.483	.4392259739
3.484	.4392289171
3.485	.4392318596
3.486	.4392347979
3.487	.4392377339
3.488	.4392406675
3.489	.4392435991
3.490	.4392465280
3.491	.4392494554
3.492	.4392523788
3.493	.4392553008
3.494	.4392582195
3.495	.4392611356
3.496	.4392640513
3.497	.4392669630
3.498	.4392698723
3.499	.4392727796
3.500	.4392756838
3.501	.4392785862
3.502	.4392814851
3.503	.4392843835
3.504	.4392872768
3.505	.4392901700
3.506	.4392930598
3.507	.4392959468
3.508	.4392988331
3.509	.4393017152
3.510	.4393045955
3.511	.4393074732
3.512	.4393103495
3.513	.4393132215
3.514	.4393160930
3.515	.4393189610
3.516	.4393218278
3.517	.4393246907
3.518	.4393275515
3.519	.4393304114
3.520	.4393332676
3.521	.4393361211
3.522	.4393389732
3.523	.4393418223
3.524	.4393446692
3.525	.4393475139
3.526	.4393503560
3.527	.4393531963
3.528	.4393560331
3.529	.4393588680
3.530	.4393617002
3.531	.4393645308
3.532	.4393673591
3.533	.4393701848
3.534	.4393730084
3.535	.4393758297
3.536	.4393786479
3.537	.4393814634
3.538	.4393842788
3.539	.4393870899
3.540	.4393898986
3.541	.4393927064
3.542	.4393955110
3.543	.4393983133
3.544	.4394011133
3.545	.4394039107
3.546	.4394067060
3.547	.4394094992
3.548	.4394122897
3.549	.4394150785
3.550	.4394178649
3.551	.4394206485
3.552	.4394234295
3.553	.4394262091
3.554	.4394289869
3.555	.4394317611
3.556	.4394345336
3.557	.4394373033
3.558	.4394400712
3.559	.4394428370
3.560	.4394456004
3.561	.4394483607
3.562	.4394511189
3.563	.4394538761
3.564	.4394566311
3.565	.4394593827
3.566	.4394621321
3.567	.4394648791
3.568	.4394676244
3.569	.4394703669
3.570	.4394731078
3.571	.4394758465
3.572	.4394785830
3.573	.4394813163
3.574	.4394840478
3.575	.4394867775
3.576	.4394895043
3.577	.4394922297
3.578	.4394949520
3.579	.4394976714
3.580	.4395003903
3.581	.4395031064
3.582	.4395058200
3.583	.4395085312
3.584	.4395112408
3.585	.4395139473
3.586	.4395166527
3.587	.4395193556
3.588	.4395220559
3.589	.4395247544
3.590	.4395274502
3.591	.4395301439
3.592	.4395328356
3.593	.4395355255
3.594	.4395382131
3.595	.4395408975
3.596	.4395435806
3.597	.4395462605
3.598	.4395489393
3.599	.4395516154
3.600	.4395542892
3.601	.4395569612
3.602	.4395596309
3.603	.4395622986
3.604	.4395649639
3.605	.4395676273
3.606	.4395702885
3.607	.4395729476
3.608	.4395756035
3.609	.4395782590
3.610	.4395809111
3.611	.4395835612
3.612	.4395862099
3.613	.4395888554
3.614	.4395914993
3.615	.4395941412
3.616	.4395967803
3.617	.4395994176
3.618	.4396020529
3.619	.4396046863
3.620	.4396073168
3.621	.4396099457
3.622	.4396125720
3.623	.4396151972
3.624	.4396178194
3.625	.4396204398
3.626	.4396230582
3.627	.4396256741
3.628	.4396282875
3.629	.4396308999
3.630	.4396335097
3.631	.4396361174
3.632	.4396387225
3.633	.4396413265
3.634	.4396439270
3.635	.4396465267
3.636	.4396491238
3.637	.4396517186
3.638	.4396543113
3.639	.4396569021
3.640	.4396594909
3.641	.4396620782
3.642	.4396646620
3.643	.4396672446
3.644	.4396698255
3.645	.4396724028
3.646	.4396749791
3.647	.4396775536
3.648	.4396801264
3.649	.4396826957
3.650	.4396852637
3.651	.4396878294
3.652	.4396903935
3.653	.4396929549
3.654	.4396955145
3.655	.4396980721
3.656	.4397006285
3.657	.4397031813
3.658	.4397057326
3.659	.4397082824
3.660	.4397108295
3.661	.4397133753
3.662	.4397159185
3.663	.4397184594
3.664	.4397209987
3.665	.4397235361
3.666	.4397260713
3.667	.4397286043
3.668	.4397311353
3.669	.4397336642
3.670	.4397361913
3.671	.4397387161
3.672	.4397412388
3.673	.4397437604
3.674	.4397462794
3.675	.4397487964
3.676	.4397513113
3.677	.4397538244
3.678	.4397563352
3.679	.4397588439
3.680	.4397613504
3.681	.4397638561
3.682	.4397663587
3.683	.4397688598
3.684	.4397713586
3.685	.4397738561
3.686	.4397763504
3.687	.4397788431
3.688	.4397813344
3.689	.4397838237
3.690	.4397863100
3.691	.4397887946
3.692	.4397912783
3.693	.4397937596
3.694	.4397962385
3.695	.4397987155
3.696	.4398011906
3.697	.4398036642
3.698	.4398061350
3.699	.4398086046
3.700	.4398110718
3.701	.4398135366
3.702	.4398159999
3.703	.4398184621
3.704	.4398209211
3.705	.4398233788
3.706	.4398258342
3.707	.4398282877
3.708	.4398307396
3.709	.4398331892
3.710	.4398356372
3.711	.4398380831
3.712	.4398405269
3.713	.4398429689
3.714	.4398454084
3.715	.4398478471
3.716	.4398502834
3.717	.4398527175
3.718	.4398551500
3.719	.4398575802
3.720	.4398600085
3.721	.4398624356
3.722	.4398648598
3.723	.4398672832
3.724	.4398697033
3.725	.4398721228
3.726	.4398745393
3.727	.4398769547
3.728	.4398793678
3.729	.4398817792
3.730	.4398841887
3.731	.4398865958
3.732	.4398890013
3.733	.4398914056
3.734	.4398938073
3.735	.4398962076
3.736	.4398986045
3.737	.4399010013
3.738	.4399033958
3.739	.4399057883
3.740	.4399081785
3.741	.4399105669
3.742	.4399129536
3.743	.4399153392
3.744	.4399177217
3.745	.4399201031
3.746	.4399224821
3.747	.4399248594
3.748	.4399272355
3.749	.4399296088
3.750	.4399319803
3.751	.4399343507
3.752	.4399367182
3.753	.4399390844
3.754	.4399414491
3.755	.4399438120
3.756	.4399461725
3.757	.4399485315
3.758	.4399508883
3.759	.4399532435
3.760	.4399555969
3.761	.4399579482
3.762	.4399602975
3.763	.4399626457
3.764	.4399649916
3.765	.4399673356
3.766	.4399696781
3.767	.4399720187
3.768	.4399743573
3.769	.4399766939
3.770	.4399790289
3.771	.4399813623
3.772	.4399836935
3.773	.4399860228
3.774	.4399883505
3.775	.4399906761
3.776	.4399930003
3.777	.4399953231
3.778	.4399976434
3.779	.4399999617
3.780	.4400022782
3.781	.4400045934
3.782	.4400069070
3.783	.4400092190
3.784	.4400115280
3.785	.4400138363
3.786	.4400161422
3.787	.4400184472
3.788	.4400207492
3.789	.4400230500
3.790	.4400253494
3.791	.4400276467
3.792	.4400299417
3.793	.4400322354
3.794	.4400345273
3.795	.4400368168
3.796	.4400391052
3.797	.4400413918
3.798	.4400436759
3.799	.4400459590
3.800	.4400482403
3.801	.4400505198
3.802	.4400527974
3.803	.4400550729
3.804	.4400573471
3.805	.4400596198
3.806	.4400618908
3.807	.4400641596
3.808	.4400664262
3.809	.4400686919
3.810	.4400709555
3.811	.4400732172
3.812	.4400754777
3.813	.4400777356
3.814	.4400799919
3.815	.4400822470
3.816	.4400845007
3.817	.4400867516
3.818	.4400890011
3.819	.4400912490
3.820	.4400934955
3.821	.4400957399
3.822	.4400979826
3.823	.4401002235
3.824	.4401024626
3.825	.4401047002
3.826	.4401069360
3.827	.4401091701
3.828	.4401114031
3.829	.4401136331
3.830	.4401158627
3.831	.4401180903
3.832	.4401203154
3.833	.4401225394
3.834	.4401247615
3.835	.4401269819
3.836	.4401292009
3.837	.4401314177
3.838	.4401336334
3.839	.4401358459
3.840	.4401380589
3.841	.4401402684
3.842	.4401424776
3.843	.4401446843
3.844	.4401468894
3.845	.4401490927
3.846	.4401512949
3.847	.4401534946
3.848	.4401556929
3.849	.4401578898
3.850	.4401600851
3.851	.4401622782
3.852	.4401644696
3.853	.4401666606
3.854	.4401688489
3.855	.4401710351
3.856	.4401732197
3.857	.4401754036
3.858	.4401775855
3.859	.4401797650
3.860	.4401819438
3.861	.4401841201
3.862	.4401862959
3.863	.4401884688
3.864	.4401906408
3.865	.4401928109
3.866	.4401949788
3.867	.4401971465
3.868	.4401993112
3.869	.4402014745
3.870	.4402036366
3.871	.4402057961
3.872	.4402079550
3.873	.4402101119
3.874	.4402122679
3.875	.4402144213
3.876	.4402165732
3.877	.4402187235
3.878	.4402208722
3.879	.4402230190
3.880	.4402251644
3.881	.4402273087
3.882	.4402294507
3.883	.4402315911
3.884	.4402337297
3.885	.4402358670
3.886	.4402380032
3.887	.4402401375
3.888	.4402422704
3.889	.4402444008
3.890	.4402465301
3.891	.4402486578
3.892	.4402507837
3.893	.4402529086
3.894	.4402550309
3.895	.4402571516
3.896	.4402592717
3.897	.4402613898
3.898	.4402635068
3.899	.4402656211
3.900	.4402677340
3.901	.4402698463
3.902	.4402719559
3.903	.4402740648
3.904	.4402761715
3.905	.4402782771
3.906	.4402803803
3.907	.4402824824
3.908	.4402845827
3.909	.4402866818
3.910	.4402887795
3.911	.4402908751
3.912	.4402929691
3.913	.4402950615
3.914	.4402971525
3.915	.4402992422
3.916	.4403013301
3.917	.4403034159
3.918	.4403055012
3.919	.4403075848
3.920	.4403096659
3.921	.4403117462
3.922	.4403138247
3.923	.4403159018
3.924	.4403179769
3.925	.4403200512
3.926	.4403221234
3.927	.4403241936
3.928	.4403262633
3.929	.4403283307
3.930	.4403303968
3.931	.4403324616
3.932	.4403345242
3.933	.4403365861
3.934	.4403386457
3.935	.4403407044
3.936	.4403427611
3.937	.4403448160
3.938	.4403468698
3.939	.4403489221
3.940	.4403509724
3.941	.4403530222
3.942	.4403550691
3.943	.4403571158
3.944	.4403591598
3.945	.4403612023
3.946	.4403632443
3.947	.4403652844
3.948	.4403673223
3.949	.4403693595
3.950	.4403713943
3.951	.4403734285
3.952	.4403754613
3.953	.4403774918
3.954	.4403795216
3.955	.4403815490
3.956	.4403835754
3.957	.4403856003
3.958	.4403876232
3.959	.4403896453
3.960	.4403916654
3.961	.4403936841
3.962	.4403957019
3.963	.4403977178
3.964	.4403997312
3.965	.4404017449
3.966	.4404037562
3.967	.4404057649
3.968	.4404077740
3.969	.4404097810
3.970	.4404117858
3.971	.4404137896
3.972	.4404157919
3.973	.4404177932
3.974	.4404197931
3.975	.4404217909
3.976	.4404237868
3.977	.4404257820
3.978	.4404277748
3.979	.4404297670
3.980	.4404317576
3.981	.4404337473
3.982	.4404357337
3.983	.4404377205
3.984	.4404397050
3.985	.4404416881
3.986	.4404436698
3.987	.4404456498
3.988	.4404476285
3.989	.4404496061
3.990	.4404515822
3.991	.4404535562
3.992	.4404555287
3.993	.4404575006
3.994	.4404594711
3.995	.4404614396
3.996	.4404634067
3.997	.4404653726
3.998	.4404673363
3.999	.4404692987
4.000	.4404712605
4.001	.4404732203
4.002	.4404751778
4.003	.4404771355
4.004	.4404790907
4.005	.4404810451
4.006	.4404829975
4.007	.4404849490
4.008	.4404868992
4.009	.4404888476
4.010	.4404907941
4.011	.4404927393
4.012	.4404946830
4.013	.4404966254
4.014	.4404985674
4.015	.4405005070
4.016	.4405024458
4.017	.4405043821
4.018	.4405063177
4.019	.4405082518
4.020	.4405101845
4.021	.4405121163
4.022	.4405140461
4.023	.4405159745
4.024	.4405179016
4.025	.4405198271
4.026	.4405217510
4.027	.4405236746
4.028	.4405255956
4.029	.4405275159
4.030	.4405294340
4.031	.4405313514
4.032	.4405332668
4.033	.4405351814
4.034	.4405370942
4.035	.4405390058
4.036	.4405409158
4.037	.4405428250
4.038	.4405447322
4.039	.4405466383
4.040	.4405485430
4.041	.4405504464
4.042	.4405523473
4.043	.4405542481
4.044	.4405561471
4.045	.4405580452
4.046	.4405599413
4.047	.4405618364
4.048	.4405637297
4.049	.4405656222
4.050	.4405675127
4.051	.4405694016
4.052	.4405712904
4.053	.4405731765
4.054	.4405750620
4.055	.4405769465
4.056	.4405788280
4.057	.4405807096
4.058	.4405825894
4.059	.4405844677
4.060	.4405863450
4.061	.4405882205
4.062	.4405900950
4.063	.4405919678
4.064	.4405938396
4.065	.4405957095
4.066	.4405975785
4.067	.4405994460
4.068	.4406013121
4.069	.4406031776
4.070	.4406050406
4.071	.4406069032
4.072	.4406087637
4.073	.4406106230
4.074	.4406124813
4.075	.4406143381
4.076	.4406161931
4.077	.4406180476
4.078	.4406198997
4.079	.4406217510
4.080	.4406236013
4.081	.4406254508
4.082	.4406272977
4.083	.4406291436
4.084	.4406309883
4.085	.4406328315
4.086	.4406346739
4.087	.4406365149
4.088	.4406383533
4.089	.4406401921
4.090	.4406420287
4.091	.4406438641
4.092	.4406456984
4.093	.4406475310
4.094	.4406493625
4.095	.4406511932
4.096	.4406530212
4.097	.4406548487
4.098	.4406566752
4.099	.4406585002
4.100	.4406603235
4.101	.4406621458
4.102	.4406639668
4.103	.4406657863
4.104	.4406676050
4.105	.4406694217
4.106	.4406712378
4.107	.4406730517
4.108	.4406748651
4.109	.4406766765
4.110	.4406784873
4.111	.4406802964
4.112	.4406821041
4.113	.4406839108
4.114	.4406857161
4.115	.4406875200
4.116	.4406893233
4.117	.4406911246
4.118	.4406929250
4.119	.4406947234
4.120	.4406965211
4.121	.4406983167
4.122	.4407001119
4.123	.4407019051
4.124	.4407036986
4.125	.4407054892
4.126	.4407072794
4.127	.4407090680
4.128	.4407108555
4.129	.4407126413
4.130	.4407144251
4.131	.4407162089
4.132	.4407179911
4.133	.4407197725
4.134	.4407215521
4.135	.4407233303
4.136	.4407251073
4.137	.4407268825
4.138	.4407286577
4.139	.4407304311
4.140	.4407322028
4.141	.4407339745
4.142	.4407357434
4.143	.4407375117
4.144	.4407392785
4.145	.4407410450
4.146	.4407428086
4.147	.4407445720
4.148	.4407463340
4.149	.4407480949
4.150	.4407498543
4.151	.4407516127
4.152	.4407533697
4.153	.4407551256
4.154	.4407568803
4.155	.4407586331
4.156	.4407603850
4.157	.4407621363
4.158	.4407638855
4.159	.4407656342
4.160	.4407673802
4.161	.4407691264
4.162	.4407708709
4.163	.4407726141
4.164	.4407743566
4.165	.4407760965
4.166	.4407778370
4.167	.4407795749
4.168	.4407813122
4.169	.4407830481
4.170	.4407847828
4.171	.4407865166
4.172	.4407882483
4.173	.4407899793
4.174	.4407917096
4.175	.4407934379
4.176	.4407951653
4.177	.4407968914
4.178	.4407986161
4.179	.4408003401
4.180	.4408020619
4.181	.4408037835
4.182	.4408055032
4.183	.4408072224
4.184	.4408089406
4.185	.4408106570
4.186	.4408123722
4.187	.4408140856
4.188	.4408157987
4.189	.4408175098
4.190	.4408192201
4.191	.4408209295
4.192	.4408226369
4.193	.4408243439
4.194	.4408260492
4.195	.4408277541
4.196	.4408294571
4.197	.4408311591
4.198	.4408328600
4.199	.4408345590
4.200	.4408362573
4.201	.4408379548
4.202	.4408396509
4.203	.4408413453
4.204	.4408430391
4.205	.4408447314
4.206	.4408464220
4.207	.4408481127
4.208	.4408498016
4.209	.4408514882
4.210	.4408531754
4.211	.4408548603
4.212	.4408565449
4.213	.4408582282
4.214	.4408599090
4.215	.4408615899
4.216	.4408632694
4.217	.4408649478
4.218	.4408666257
4.219	.4408683005
4.220	.4408699758
4.221	.4408716484
4.222	.4408733214
4.223	.4408749921
4.224	.4408766625
4.225	.4408783315
4.226	.4408799996
